4.208893466541664408e-01,4.290180812771966501e+00
2.504819994791895876e-02,2.409288841358677935e+00
7.605443870531445327e-01,5.569091118282863739e+00
6.846206680336364148e-02,2.310913122201220471e+00
2.799440608393837238e-01,3.340082736492257620e+00
4.687181160412129399e-01,4.395674469651380534e+00
6.017565314922623809e-02,2.329943086079524051e+00
4.932488019421821246e-02,2.282616609755692139e+00
6.621745700146195457e-01,5.261637467584876937e+00
2.486314223293989434e-01,3.328536755108822742e+00
6.268815043939337528e-01,5.478123335116177550e+00
6.237201402283686358e-01,4.820189572476107465e+00
4.945547675134895904e-01,4.507739531527989563e+00
2.865200088408595969e-01,3.419565642676414718e+00
5.565654793629080110e-01,4.759622909734259721e+00
7.052416310640073904e-01,5.668990908430548537e+00
4.025724832959147736e-01,3.831804854951228911e+00
7.601311398049959145e-01,6.072516580518917628e+00
7.035567145111244480e-01,5.657758964733170970e+00
7.274841443645976291e-01,5.439460882601975911e+00
9.309656093650824360e-01,7.066962127856254661e+00
3.821439850916069636e-01,3.849647404205138734e+00
3.566181942252397707e-01,3.748290985674783471e+00
2.379299491908072328e-01,3.310224967156142117e+00
4.411643887656947483e-01,4.428605185422466839e+00
9.249237605403760609e-01,6.397623139928230174e+00
4.810213591103605912e-01,4.669344095890825663e+00
5.488855370273832968e-01,4.488883245743319428e+00
5.363204391639508906e-01,4.900871041414042395e+00
5.728919820366162874e-01,5.003783300246685606e+00
8.004048768250874302e-01,5.989118902731438432e+00
3.524063288153833629e-02,2.534672039443672809e+00
7.405531123013616712e-01,5.693878441229169418e+00
5.900613147664237612e-01,4.912641870429930613e+00
2.234295185709107567e-01,3.021963826029713474e+00
1.443716868380819918e-01,2.606870330887413267e+00
9.331463043362955290e-01,6.521622132804006711e+00
9.767034503496383469e-01,7.270888661755805060e+00
5.734514328496784774e-01,5.118914249300249075e+00
2.381761613812334311e-01,3.230456729512761527e+00
9.474029346977748123e-01,6.638674721138287715e+00
7.308942458054968894e-01,5.730659512786431264e+00
2.594527683883457447e-01,3.086198684337263742e+00
9.950459326307622421e-01,6.633517766780539837e+00
4.497376596245299396e-01,4.633235328403855213e+00
5.672668759738550559e-01,4.624377385099547766e+00
2.772658973035690977e-02,1.811997309626444785e+00
3.431314386624669810e-01,3.707188999775977933e+00
1.305417653671848699e-01,2.547317029786405840e+00
4.640249984672852879e-01,3.971884623127713621e+00
7.815352913480300145e-02,2.272126977510243062e+00
2.155052850591713254e-01,3.058398169959131607e+00
4.593830386080057782e-01,4.192570803426942661e+00
8.535572476227554217e-01,6.518376307178994189e+00
5.682319392729444640e-01,4.806886773751718245e+00
4.766526307384234551e-01,4.627363451688740525e+00
2.922932994443533383e-01,3.181065383164107807e+00
4.532644473090329251e-01,4.311262032241495845e+00
6.326005943804776654e-01,4.847042713608104236e+00
2.823655769960409234e-02,2.361005829656529720e+00
5.895085879257671024e-01,4.878673365140620000e+00
6.108081717182186621e-01,5.058721036306545571e+00
1.055508426066874561e-01,2.517706353265402264e+00
6.512635110887207146e-01,5.162118073324787559e+00
4.745415395749909004e-01,4.219060008980631160e+00
3.915958870275648707e-01,3.935107006214950243e+00
2.273646354383627166e-01,3.162353769469826048e+00
4.324575734845453878e-01,4.206149914059033712e+00
3.915019955635257176e-03,2.140164447075669774e+00
3.461235531090263162e-01,4.048074331317424779e+00
3.787373320441722591e-02,2.252652620586152565e+00
6.854890772442618907e-01,5.605073129126522780e+00
4.703018782804178066e-01,4.627155778613131432e+00
1.268858918154224247e-01,2.875397611771582707e+00
1.765481485303301845e-01,2.936544287206158454e+00
4.372019628330851004e-01,3.954202738171215259e+00
8.588216922101979955e-01,6.281570190299010648e+00
5.981270845999600017e-01,5.238622948652422728e+00
1.607393172888066379e-01,2.740066974394196553e+00
2.998969804381899085e-01,3.512128896312197046e+00
4.999242108454610145e-01,4.688136218177259451e+00
2.697155792641521277e-01,3.101635325079837635e+00
6.825475821013051725e-01,5.569576549580829372e+00
3.047135550294585160e-01,3.621450348154251042e+00
8.379901838933025982e-01,6.251951743330600664e+00
8.443191610955482762e-01,6.091409297888358054e+00
4.580926222656200864e-01,4.677414255544081634e+00
6.952003762480674087e-01,5.379383694484021206e+00
4.700282840444539589e-01,4.648015679804709421e+00
1.629777712717557225e-01,2.692940871962230975e+00
7.930050078309057726e-01,5.797443045975151144e+00
4.581119902382160269e-01,4.602629114970321567e+00
8.071139758685783594e-01,6.011641885295314403e+00
8.454213344096794813e-02,2.558183119785912396e+00
5.676312863559038746e-01,5.173709846347511743e+00
7.995936725727743610e-01,5.997127926665398512e+00
3.131591753422924285e-02,2.096675475910249720e+00
1.143855735160427267e-01,2.230991099384509013e+00
6.480360317310134288e-01,5.008654933203835036e+00
6.756767131574644702e-01,5.281091547322025903e+00
