7.476529816565056219e-01,5.762792728945074217e+00
5.371011199788207069e-01,4.780435073638895638e+00
2.799053174602483818e-01,3.591910588814019256e+00
6.819103850614119944e-01,5.279525079367771490e+00
5.513169329071753166e-01,4.528660589660780111e+00
2.416791554091139993e-01,3.151617801612477177e+00
1.188603041618863099e-02,2.258468684123006387e+00
6.285675601968387927e-01,4.874598772799993540e+00
1.706196812051713474e-01,2.739764002671774890e+00
6.941413560694374985e-01,5.734769748196650418e+00
9.912553109028421350e-01,6.791664922211865907e+00
7.809174301494226089e-01,5.983372305572015826e+00
2.094478118099382113e-01,3.091857034952965932e+00
8.267710717929450670e-01,6.183937236501313883e+00
8.124713696326455459e-01,5.898955155078454027e+00
3.571016224747547430e-01,3.942006555904198351e+00
7.648285285330047589e-02,2.122130517685423268e+00
3.596557780184049813e-01,4.115745539390654351e+00
5.480599854372969482e-01,4.629316751175601041e+00
9.808198582086680162e-02,2.610495529585449503e+00
9.544615552911149825e-01,6.971172732922956250e+00
8.923928526010052042e-01,6.379923130279438581e+00
1.267501625687482703e-01,2.577944534320217862e+00
7.257926828043848033e-01,5.778742586916518320e+00
5.322593299719957649e-03,1.983368470465669109e+00
8.407349830700394655e-01,5.832867259140992466e+00
9.963174476722692630e-01,7.164818365217112905e+00
6.500548395892454812e-01,5.159801112058408634e+00
5.317023538684239048e-01,4.677099578473939978e+00
4.789166821621679837e-01,4.206379116201184765e+00
5.423758386387957930e-01,4.508222977801697340e+00
9.045232788069166308e-01,6.757872540942944539e+00
8.603658322841671868e-01,6.399301158811836920e+00
7.541256085657036534e-01,5.865014162043835633e+00
3.269894240285265985e-01,3.690170019747711638e+00
5.564129427487187751e-01,5.074259138316626228e+00
8.890284061008077998e-01,6.508384144569587804e+00
7.829729220084786778e-01,5.901197310787138939e+00
4.107275833262257203e-01,3.794579797659209941e+00
2.402390807889607238e-01,3.105077442492991224e+00
4.850619043652781848e-02,2.580423999386699307e+00
9.633914871420361514e-01,6.619904221822627832e+00
1.286700764118048346e-01,2.794566877850696685e+00
6.114708058554320091e-01,5.391749070090422258e+00
1.327762068170442733e-01,2.728562015118717543e+00
9.274724022835461046e-01,6.763535756499728713e+00
2.745187016369674549e-01,3.268791600045834134e+00
6.739197734940693962e-04,2.055735136062824875e+00
6.952363739799001241e-01,5.397459501000906990e+00
9.787791662223268574e-01,6.860921343495015812e+00
1.854018386038998045e-01,2.836739773116601526e+00
5.397333847256530204e-01,4.900777457475346210e+00
2.097430189362009534e-01,3.136850066059603481e+00
1.296956248163368963e-01,2.525170126658846215e+00
9.351217912561143875e-01,6.435910424051996870e+00
4.877841016424137033e-01,4.248791057268196170e+00
8.603112511266286511e-01,6.202674678618113724e+00
5.285293063435947403e-01,4.484780108657681730e+00
9.063766019627090831e-01,6.387335237306531965e+00
7.621738836506835035e-01,5.514904512235116130e+00
8.541197505608126850e-01,6.370119614611619241e+00
3.123897505727326607e-01,3.426057030107552581e+00
4.761112184536788750e-01,4.048965732363276615e+00
1.429467971222020406e-01,2.423611270578230226e+00
9.403077454155613912e-01,6.540998435964424651e+00
2.030252222882733548e-01,3.050630908116451767e+00
3.160443479292075475e-01,3.796476758565778375e+00
5.129854075182538331e-02,2.096977935547240435e+00
2.649127921878754455e-01,3.243147168961735716e+00
5.543288494481267703e-01,4.985415172725168098e+00
6.126318813536660857e-01,5.160678115166004609e+00
7.119033153954511528e-01,5.556769163624124985e+00
1.309829433148838040e-01,2.657427597540738429e+00
1.610829293550674057e-01,2.775141613520413220e+00
9.365488098056211630e-01,6.688036259547093465e+00
1.332579274047417384e-01,2.229030458726320774e+00
1.598991033377564763e-01,2.794300704752819442e+00
8.252882524753174520e-01,6.099390169360326297e+00
7.621206945095394536e-01,5.577853630354049130e+00
1.596933406154394941e-01,2.655140693764233895e+00
1.606597936472395904e-01,2.637877301718360989e+00
1.154196808236095384e-01,2.680786633381324613e+00
2.291957269044140322e-01,3.052005444279746182e+00
9.335513308001013311e-01,6.596169746612394746e+00
4.666705249443118264e-01,3.982417789215848991e+00
2.892574467032499319e-01,3.472106260349222762e+00
6.415799653953736525e-01,5.333723405295255127e+00
8.316351704415451129e-01,6.362742128082691906e+00
9.059370112184901291e-01,6.538120598165607866e+00
9.878631268965506473e-01,6.953774193344379739e+00
5.825841055522292811e-01,4.640141518364775841e+00
2.982284583020444746e-01,3.478521211643585964e+00
3.694352669081812923e-01,3.750791653960862782e+00
3.417611086086658201e-01,3.589280040291210838e+00
7.313451062805985670e-01,5.908914713022998200e+00
7.969722258172442508e-01,5.988458954115413846e+00
9.884937578182596551e-01,7.347059127029199388e+00
3.045271415062302811e-01,3.576166137407809753e+00
5.742079188971440651e-01,4.730934124162557097e+00
6.292565328876235098e-01,5.303658461526377543e+00
